Duration,Start station number,End station number,Bike number,Member type
486,31205,31201,W01008,Member
2512,31305,31238,W00746,Member
599,31400,31103,W00711,Member
828,31214,31101,W00198,Member
1601,31215,31107,W00371,Member
610,31204,31228,W00914,Member
662,31236,31215,W00503,Casual
1138,31236,31222,W00572,Member
518,31236,31215,W00779,Casual
1708,31235,31236,W00534,Casual
1791,31235,31236,W00037,Casual
326,31219,31217,W01059,Member
433,31104,31229,W00650,Member
920,31107,31200,W00843,Casual
1069,31006,31013,W00431,Member
2236,31217,31217,W00086,Casual
644,31105,31200,W00410,Member
1033,31620,31102,W01033,Member
205,31107,31107,W00924,Member
187,31212,31237,?(0xFFFFFFFF9A5FEA16),Member
460,31619,31613,W00847,Member
401,31619,31613,W00680,Member
320,31001,31002,W00676,Member
194,31218,31609,W01081,Member
1405,31215,31219,W00638,Casual
910,31218,31600,W00773,Member
909,31218,31600,W00384,Member
1124,31620,31619,W00699,Member
1274,31107,31100,W01053,Member
1134,31620,31619,W00634,Member
1351,31215,31219,W00573,Casual
614,31222,31203,W00636,Casual
281,31602,31400,W00889,Member
422,31602,31207,W00856,Casual
197,31011,31007,W00102,Member
2846,31237,31219,W00930,Casual
961,31100,31503,W00478,Member
1252,31200,31107,W00986,Casual
999,31215,31201,W00085,Member
2750,31237,31219,W00660,Casual
548,31623,31619,W00517,Member
567,31007,31010,W00928,Casual
987,31207,31229,W00451,Member
465,31107,31214,W00924,Member
487,31229,31221,W00966,Member
730,31200,31216,W00164,Casual
1857,31219,31500,W00251,Member
703,31222,31218,W00572,Member
433,31201,31101,W00939,Casual
629,31200,31229,W00975,Member
599,31107,31400,W00859,Member
426,31219,31609,W00326,Member
494,31228,31109,W00914,Member
1836,31235,31236,W00279,Casual
1351,31104,31228,W01069,Member
1347,31104,31228,W00604,Casual
1802,31235,31236,W00694,Casual
1587,31213,31215,W00921,Member
1771,31235,31236,W00232,Casual
920,31102,31102,W01033,Member
468,31110,31201,?(0xFFFFFFFFF2B05C1E),Member
1615,31502,31607,W00208,Casual
1175,31228,31225,W00612,Member
406,31200,31221,W00843,Member
316,31225,31237,W00850,Member
452,31009,31007,W00630,Casual
424,31009,31007,W00905,Casual
766,31200,31503,W00706,Member
973,31100,31109,W01053,Member
855,31218,31619,W00572,Member
592,31214,31205,W00453,Member
581,31203,31205,W00236,Member
698,31205,31238,W01077,Member
703,31205,31238,w00059,Member
682,31219,31624,W00573,Casual
656,31219,31624,W00638,Casual
6017,31203,31203,W00421,Casual
238,31619,31607,W00517,Member
198,31200,31214,W00380,Member
202,31600,31604,W00402,Member
179,31600,31604,W00672,Member
205,31103,31104,W01015,Member
200,31103,31104,W00900,Member
1033,31228,31101,W00569,Member
168,31613,31605,W00680,Member
671,31110,31205,W00944,Member
169,31613,31605,W00408,Member
873,31106,31215,W00827,Member
883,31106,31215,W00853,Member
597,31110,31205,W00165,Member
5737,31203,31203,W00916,Casual
810,31604,31205,W00168,Member
802,31604,31205,W00672,Member
524,31101,31200,W00950,Member
665,31007,31010,W00102,Casual
622,31203,31110,W00636,Casual
551,31203,31110,W00808,Member
562,31007,31010,W00428,Member
330,31622,31623,W00342,Member
477,31200,31204,W01050,Member
5000,31624,31221,W00476,Casual
1023,31200,31304,?(0xFFFFFFFFEE8DADF1),Member
1422,31620,31224,W00894,Casual
1422,31620,31224,W00540,Casual
1003,31200,31304,W00158,Member
942,31304,31205,W00946,Member
375,31102,31101,W00910,Member
261,31601,31619,W01065,Member
696,31205,31217,W00927,Member
219,31607,31619,W00517,Member
4810,31624,31221,W00485,Casual
2207,31229,31215,W00639,Member
401,31214,31103,W00924,Member
2199,31229,31215,W00451,Member
1518,31215,31112,W00605,Casual
1239,31600,31229,W00201,Member
763,31620,31201,W00123,Member
535,31103,31200,W00207,Member
1133,31201,31400,W00085,Member
620,31617,31503,W00147,Casual
416,31107,31104,W00189,Member
464,31305,31302,W00599,Member
1222,31400,31202,W00026,Member
1229,31107,31100,W00984,Casual
2206,31238,31609,W00426,Casual
999,31238,31602,W00746,Casual
2197,31238,31609,W00628,Casual
307,31213,31214,W00190,Member
1467,31224,31610,W00661,Member
122,31616,31623,W00027,Member
526,31603,31620,W00955,Member
1150,31217,31219,W01034,Member
327,31229,31201,W00455,Member
419,31236,31236,W00232,Casual
419,31200,31203,W00968,Casual
885,31214,31503,W00380,Member
359,31227,31203,W00091,Member
670,31503,31623,W00706,Member
702,31224,31214,W00762,Member
322,31606,31208,W00097,Member
542,31010,31013,W00928,Member
602,31227,31202,W00203,Member
228,31229,31101,W00641,Member
1198,31236,31236,W00232,Casual
869,31236,31236,W00685,Casual
4968,31203,31203,W00596,Casual
1324,31619,31213,w00223,Member
600,31203,31217,W00723,Member
583,31203,31217,W01116,Member
118,31610,31613,W00138,Member
810,31226,31200,W00309,Casual
4852,31203,31203,W00906,Casual
362,31619,31623,W00699,Member
103,31216,31227,W00907,Member
613,31104,31213,W00730,Member
619,31104,31213,W00900,Member
200,31202,31229,W00230,Member
618,31104,31201,W01012,Member
452,31207,31111,W00856,Casual
1076,31205,31200,W00509,Casual
883,31104,31205,W00222,Member
1027,31205,31200,W00535,Casual
857,31104,31205,W01015,Member
186,31103,31107,W00909,Member
1305,31224,31227,W00254,Casual
1279,31224,31227,W00117,Casual
464,31204,31237,W00226,Member
1157,31010,31006,W00428,Member
1123,31010,31006,W00100,Member
711,31109,31103,W00449,Member
876,31229,31228,W00650,Member
841,31229,31228,W00137,Casual
529,31104,31102,W00189,Member
768,31214,31107,W01090,Member
1571,31212,31619,W00560,Casual
271,31003,31000,W00470,Member
950,31200,31503,W00410,Member
276,31003,31000,W00381,Member
409,31104,31200,W00516,Member
1230,31237,31105,W00981,Casual
958,31302,31200,W01025,Member
1003,31400,31106,W00889,Member
1531,31400,31106,W00477,Member
339,31101,31602,W00700,Member
276,31603,31503,w01117,Member
412,31400,31105,W00859,Member
698,31228,31214,W00832,Member
699,31228,31214,W01003,Member
453,31613,31607,W00170,Casual
1471,31106,31228,W00272,Casual
429,31613,31607,W00847,Member
1451,31106,31228,W00979,Member
320,31102,31111,W00189,Casual
349,31201,31101,W01012,Member
294,31102,31111,W01033,Member
425,31619,31613,W00653,Member
290,31205,31200,W01034,Member
397,31619,31613,W01039,Member
138,31107,31103,W00986,Member
561,31214,31237,W00329,Member
165,31228,31228,W00724,Member
332,31224,31200,W00890,Member
674,31237,31205,W00226,Member
860,31622,31208,W00324,Member
277,31106,31104,W00997,Member
405,31101,31201,W00860,Member
921,31103,31216,W00449,Member
445,31105,31110,W00221,Member
150,31214,31201,W00343,Member
748,31400,31109,W00085,Member
209,31200,31214,W00207,Member
582,31103,31106,W00986,Member
530,31226,31212,W00420,Member
560,31104,31105,W00145,Member
957,31200,31623,W01083,Member
319,31107,31401,W01090,Member
895,31200,31103,W00890,Member
1391,31602,31623,W00700,Casual
251,31214,31213,W00762,Member
162,31214,31200,W00207,Member
806,31201,31217,W00840,Casual
803,31215,31201,W00063,Member
969,31226,31225,W00134,Casual
909,31226,31225,W00648,Casual
852,31238,31105,W00041,Casual
828,31238,31105,W00400,Member
979,31229,31204,W00994,Member
369,31200,31203,W00235,Member
214,31001,31004,W00992,Casual
416,31622,31623,W00818,Member
1201,31216,31617,W00449,Member
1693,31104,31200,W00339,Casual
704,31202,31219,W00203,Member
2691,31223,31223,W00961,Casual
685,31229,31215,W00557,Member
278,31103,31229,W00711,Member
1510,31104,31200,W00997,Casual
1138,31602,31201,W00290,Member
517,31623,31622,W00523,Member
926,31305,31300,W00069,Member
947,31205,31103,W00222,Member
1900,31624,31205,W00638,Casual
1181,31225,31609,W00881,Member
1860,31624,31205,W00573,Casual
632,31200,31205,W00535,Member
761,31108,31228,W00742,Member
269,31103,31602,W00890,Member
2485,31235,31235,W00318,Casual
893,31106,31215,W00889,Member
890,31106,31215,W00477,Member
169,31305,31305,W00825,Member
1198,31103,31212,W00926,Casual
1140,31103,31212,W00696,Casual
722,31103,31200,W00924,Casual
1655,31300,31201,W00937,Member
807,31501,31603,W00815,Member
608,31305,31104,W00825,Casual
733,31106,31305,W00531,Member
589,31305,31104,W00225,Member
758,31208,31606,W00097,Member
613,31503,31203,w01117,Casual
628,31618,31600,W00757,Member
2111,31235,31235,W00276,Casual
1033,31228,31212,W00395,Casual
1023,31228,31212,W01056,Casual
456,31227,31205,W00117,Member
587,31101,31100,W00970,Member
496,31102,31400,W00632,Member
1008,31107,31503,W00371,Member
395,31101,31111,W01012,Member
395,31212,31225,W01041,Member
178,31229,31201,W00230,Member
363,31602,31111,W00511,Member
275,31200,31229,W00743,Member
1183,31104,31106,W00225,Casual
1190,31104,31106,W00825,Member
685,31208,31610,W00836,Member
666,31208,31610,W00013,Member
478,31008,31006,W01051,Member
1116,31205,31236,W00573,Casual
1098,31205,31236,W00638,Casual
1358,31203,31400,W00596,Member
1329,31203,31400,W00916,Member
321,31229,31203,W00314,Member
256,31613,31618,W00653,Casual
233,31605,31605,W00940,Member
1034,31217,31203,W00346,Member
574,31217,31238,W00042,Member
455,31616,31620,W00274,Member
381,31216,31203,W00268,Member
457,31605,31619,W00940,Member
801,31236,31200,W00685,Casual
494,31401,31602,W00674,Member
537,31110,31104,W01082,Casual
511,31110,31104,W00895,Casual
484,31611,31607,W00585,Member
395,31238,31203,W00387,Member
530,31011,31009,W00623,Member
17600,31235,31235,W00276,Casual
401,31200,31104,W00997,Casual
486,31109,31228,W00914,Member
655,31110,31226,W00636,Member
435,31613,31619,W00039,Member
434,31613,31619,W01039,Member
381,31214,31100,W00184,Member
816,31600,31225,W00757,Member
1502,31602,31200,W00674,Member
635,31214,31620,W00190,Member
1160,31105,31212,W00041,Member
291,31229,31200,W00711,Member
1922,31208,31208,W00662,Member
290,31013,31005,W00563,Member
731,31402,31104,W00302,Member
1166,31221,31103,W00485,Member
283,31618,31613,W00726,Member
1040,31221,31103,W00476,Member
813,31604,31200,W00903,Member
3532,31216,31238,W00031,Casual
3499,31216,31238,W00692,Casual
1238,31602,31221,W00944,Casual
981,31236,31205,W00665,Member
4581,31227,31227,W00907,Casual
1504,31236,31602,W00376,Member
4531,31227,31227,W00254,Casual
483,31200,31202,W00207,Member
488,31200,31202,W00238,Member
4491,31227,31227,W00325,Casual
4468,31227,31227,W00550,Casual
272,31111,31203,W00649,Member
447,31106,31214,W00225,Member
1601,31101,31505,W00998,Casual
2166,31209,31221,W00656,Casual
823,31236,31236,W00062,Casual
2138,31107,31225,W00689,Casual
796,31236,31236,W00956,Casual
388,31107,31401,W01115,Member
3962,31609,31609,W00628,Casual
1457,31219,31613,W00203,Member
485,31105,31104,W00133,Member
1438,31219,31613,W00908,Member
3812,31609,31609,W00881,Casual
883,31203,31102,w01117,Member
850,31228,31101,W00650,Member
1770,31104,31205,W00997,Casual
1743,31104,31205,W01082,Casual
154,31303,31303,W00353,Member
1060,31105,31237,W00981,Casual
1089,31223,31103,W00961,Member
478,31610,31623,W00661,Member
476,31610,31623,W00836,Member
739,31229,31221,W00743,Member
961,31203,31221,W00268,Member
349,31105,31104,W00400,Member
326,31105,31104,w00527,Member
842,31104,31104,W00133,Member
153,31104,31106,?(0xFFFFFFFF9A5FEA16),Casual
3324,31617,31617,W01067,Casual
765,31613,31620,W00138,Member
222,31619,31601,W00707,Member
267,31221,31214,W00944,Casual
391,31101,31200,W00198,Casual
960,31102,31221,W00823,Member
643,31400,31103,W00632,Member
324,31305,31300,W00531,Member
485,31200,31221,W00950,Member
761,31205,31110,W00858,Member
721,31205,31110,W01015,Member
659,31205,31214,W00333,Member
301,31103,31110,W00183,Member
260,31102,31107,w01117,Member
676,31205,31201,W00014,Member
668,31205,31201,W00165,Member
1854,31237,31202,W00625,Member
337,31103,31214,W00754,Member
1884,31205,31103,W00535,Casual
858,31107,31111,W00909,Member
543,31618,31619,W00653,Member
550,31618,31619,W00259,Member
532,31107,31103,w01117,Casual
333,31623,31616,W00700,Casual
623,31106,31602,W00986,Member
620,31106,31602,W00615,Member
325,31112,31106,W00605,Casual
1264,31221,31602,W00966,Member
369,31225,31224,W00757,Member
156,31205,31220,W00453,Member
885,31622,31223,W00778,Member
2003,31110,31613,W01015,Member
213,31106,31104,W00825,Member
1831,31236,31236,W00956,Casual
471,31103,31110,W00222,Member
423,31103,31110,w01117,Casual
758,31109,31104,W00495,Member
471,31213,31600,W00066,Member
214,31229,31101,W00975,Member
82,31221,31221,W00823,Member
1163,31215,31203,W00888,Member
934,31400,31237,W00596,Member
1289,31103,31503,W00226,Member
174,31221,31221,W00743,Member
616,31206,31213,W00977,Member
442,31007,31012,W00630,Casual
421,31007,31012,W00905,Casual
503,31224,31110,W00465,Member
1051,31228,31205,W00747,Casual
1044,31228,31205,W00502,Casual
322,31102,31111,W00122,Member
530,31203,31223,W00421,Member
336,31103,31110,W00683,Member
565,31106,31229,W00286,Member
822,31225,31110,W00612,Member
6393,31620,31216,W00186,Casual
393,31613,31619,W00203,Member
398,31613,31619,W01039,Member
6278,31620,31216,W00407,Casual
652,31605,31108,W00408,Member
6109,31620,31216,W00955,Casual
6083,31620,31216,W01055,Casual
6055,31620,31216,W01119,Casual
473,31214,31111,W00988,Member
8111,31229,31214,W00201,Member
560,31228,31203,W00137,Member
496,31101,31602,W00910,Member
812,31202,31205,W00362,Member
758,31202,31205,W00386,Casual
845,31402,31214,W00163,Member
153,31001,31004,W00708,Member
896,31401,31503,W00111,Member
1529,31500,31611,W00677,Member
360,31400,31105,W01016,Member
377,31401,31102,W01090,Member
673,31110,31107,W00612,Member
315,31216,31213,W00164,Member
220,31602,31401,W00376,Member
426,31224,31600,W00757,Member
630,31228,31109,W00914,Member
293,31112,31104,W00366,Member
467,31106,31103,W00605,Member
582,31203,31229,W00906,Member
839,31503,31221,W00147,Member
990,31218,31101,W00127,Member
393,31602,31103,W00168,Member
449,31623,31622,W00033,Member
679,31613,31108,W00726,Member
1055,31236,31212,W00062,Member
571,31104,31109,W00302,Member
296,31011,31010,W00703,Member
291,31503,31111,W00410,Member
1116,31611,31109,W00666,Member
569,31619,31218,W00517,Member
497,31611,31613,W00677,Member
729,31225,31236,W00228,Casual
182,31223,31604,W00421,Member
374,31213,31205,W00900,Member
1303,31220,31200,W00046,Member
485,31235,31217,W00921,Member
606,31107,31111,W00612,Member
798,31009,31007,W00480,Member
228,31201,31229,W00014,Member
904,31201,31112,W00937,Member
1316,31217,31008,W00921,Member
1156,31504,31502,W00267,Casual
547,31229,31229,W00906,Member
376,31104,31101,W00017,Member
1166,31200,31223,W00685,Member
513,31111,31203,W00612,Member
227,31105,31107,W00859,Member
451,31104,31107,W00348,Member
419,31104,31107,w00527,Casual
676,31221,31101,W00823,Member
551,31205,31203,W00386,Member
465,31102,31104,W01090,Member
4127,31204,31204,W00994,Casual
4025,31204,31204,W00440,Casual
132,31007,31011,W00480,Member
3537,31236,31236,W00956,Casual
363,31229,31201,W00286,Member
3417,31236,31236,W00228,Casual
327,31101,31111,W00975,Member
187,31225,31225,W00295,Member
560,31200,31223,W01025,Member
745,31228,31108,W00742,Member
369,31205,31213,W00997,Member
288,31602,31107,W00672,Member
287,31602,31107,W00966,Member
693,31228,31616,W00040,Member
9496,31204,31205,W01066,Casual
9405,31204,31205,W00749,Casual
792,31106,31229,?(0xFFFFFFFF9A5FEA16),Casual
8519,31204,31205,W01050,Casual
416,31613,31619,W00826,Casual
1164,31611,31619,w00583,Member
701,31109,31103,W01084,Member
7583,31204,31204,W00472,Casual
554,31623,31619,W00989,Member
1044,31215,31223,W00451,Member
521,31623,31619,W00616,Member
103,31221,31224,W00950,Member
296,31302,31305,W00180,Member
753,31221,31213,W00147,Member
528,31200,31104,W00198,Member
7771,31204,31204,W00595,Casual
7701,31204,31204,W00234,Casual
730,31200,31604,W01034,Member
267,31202,31111,W00019,Member
6992,31204,31204,W00846,Casual
562,31223,31611,W01025,Member
2680,31619,31618,w00583,Member
294,31237,31237,W00064,Member
623,31305,31110,W00180,Member
6972,31235,31204,W00318,Casual
6961,31235,31204,W00310,Casual
468,31605,31607,W00680,Member
1036,31604,31605,W01034,Member
457,31605,31607,W00697,Member
447,31104,31105,W00133,Member
1002,31503,31112,W00371,Member
931,31222,31222,W00561,Casual
888,31222,31222,W00714,Casual
834,31222,31222,W00357,Casual
792,31222,31222,W00813,Casual
259,31009,31013,W00623,Member
529,31605,31108,W00429,Member
752,31611,31223,W00855,Member
238,31010,31009,W00703,Member
229,31013,31009,W00623,Member
183,31104,31106,W00198,Member
753,31214,31207,W00370,Member
862,31104,31215,W00495,Casual
650,31229,31237,?(0xFFFFFFFF9A5FEA16),Casual
1219,31222,31222,W00813,Casual
1121,31611,31108,W00987,Member
573,31611,31618,W00475,Member
1156,31222,31222,W00714,Casual
1107,31222,31222,W00312,Casual
1056,31222,31222,W00790,Casual
269,31009,31013,W00703,Member
871,31301,31301,W00508,Member
1140,31219,31505,W00365,Member
194,31212,31237,W00696,Member
433,31228,31623,W01069,Member
751,31107,31110,w00527,Member
517,31602,31106,W00615,Member
536,31602,31106,W00986,Member
862,31618,31500,w00583,Member
555,31111,31229,W00856,Member
397,31109,31202,W00094,Member
398,31109,31202,W01053,Member
319,31102,31401,W00507,Member
293,31101,31105,W00127,Member
343,31109,31202,W00796,Member
677,31109,31102,W00085,Member
1083,31111,31400,W00122,Member
366,31013,31010,W00703,Member
558,31104,31107,W00366,Member
1008,31613,31607,W00908,Member
544,31613,31108,W01015,Member
287,31104,31105,W01027,Casual
324,31200,31203,W00339,Member
4820,31205,31205,W01036,Casual
260,31111,31229,W00988,Member
747,31620,31229,W00190,Member
599,31108,31605,W00514,Member
400,31109,31203,W00783,Member
385,31109,31203,W00914,Member
126,31104,31106,W00400,Member
295,31401,31402,W00376,Member
1446,31104,31303,W00825,Casual
1049,31101,31610,W00942,Member
352,31229,31104,W00190,Member
1198,31007,31010,W00529,Casual
817,31205,31236,W00946,Member
1106,31007,31010,W00819,Casual
1252,31103,31202,W01084,Member
559,31100,31101,W00970,Member
349,31104,31107,W00190,Member
716,31101,31102,W01091,Member
405,31229,31109,W00856,Member
471,31104,31602,W00895,Member
313,31229,31109,W00906,Member
281,31613,31618,W00255,Member
629,31111,31227,W00975,Casual
1290,31111,31104,W01109,Casual
1107,31111,31104,W00511,Casual
389,31104,31107,W00532,Member
481,31002,31010,W00553,Casual
301,31102,31400,W01091,Member
801,31229,31228,W00988,Member
502,31237,31236,W00884,Casual
341,31200,31201,W00903,Member
3433,31228,31212,W00913,Member
381,31225,31236,W00902,Member
373,31225,31236,W00134,Casual
727,31212,31200,W00913,Member
715,31227,31237,W00254,Member
606,31237,31227,W00254,Member
6761,31607,31606,W00585,Casual
697,31204,31228,W00994,Casual
211,31227,31228,W00254,Member
1055,31400,31213,W00122,Casual
5345,31222,31222,W00028,Casual
1602,31237,31217,W01074,Casual
522,31218,31235,W00517,Member
175,31102,31602,W00236,Member
7682,31603,31603,W00613,Casual
140,31202,31101,W00625,Member
1766,31217,31219,W00450,Casual
5795,31605,31605,W00514,Casual
1216,31102,31235,W00085,Member
653,31104,31220,W01109,Member
7685,31108,31228,W00408,Member
5092,31212,31212,W01105,Casual
1691,31400,31225,W01091,Member
208,31002,31013,W00676,Member
176,31004,31013,W00518,Member
1191,31602,31217,W00895,Member
641,31205,31201,W00900,Member
297,31013,31002,W00676,Member
200,31220,31205,W00453,Member
296,31613,31608,W00677,Member
590,31103,31237,W00961,Member
1180,31219,31237,W00450,Casual
110,31103,31105,W00168,Member
120,31104,31106,W01011,Member
866,31227,31235,W00622,Casual
680,31227,31235,W00852,Casual
285,31237,31205,W00961,Member
837,31503,31205,W00380,Member
439,31503,31202,W00111,Member
3514,31503,31617,W00618,Casual
426,31236,31237,W00110,Member
1526,31607,31221,W00669,Member
696,31500,31604,w00583,Member
4895,31238,31219,W01077,Casual
1075,31618,31111,W00255,Member
684,31605,31616,W00204,Member
4716,31238,31219,W00301,Casual
761,31618,31600,W00475,Member
1072,31503,31200,W00226,Member
391,31214,31212,W01003,Member
1526,31401,31218,W00507,Member
3183,31004,31217,W00456,Casual
3190,31004,31217,W00708,Casual
476,31106,31103,W00986,Member
617,31606,31605,W00252,Member
583,31606,31605,W01058,Member
449,31607,31605,W00208,Member
432,31607,31605,W00847,Member
5507,31222,31222,W00714,Casual
898,31108,31228,W00646,Member
367,31600,31213,W00066,Member
439,31104,31202,W01090,Member
542,31214,31215,W00201,Member
2992,31106,31219,W01011,Casual
818,31229,31401,W00014,Member
5728,31006,31006,W00100,Casual
576,31622,31610,W00033,Member
570,31622,31610,W01063,Member
531,31111,31222,W01012,Member
736,31215,31200,W00779,Member
1408,31228,31609,W00646,Member
4924,31110,31215,W00582,Casual
4829,31110,31215,W00581,Casual
663,31236,31226,W00956,Casual
808,31203,31225,W00783,Member
685,31616,31216,W00264,Casual
2872,31215,31215,W00557,Casual
2573,31106,31112,W00198,Casual
1192,31610,31214,W00013,Member
601,31104,31224,W00850,Casual
1406,31303,31201,W00825,Member
392,31606,31613,W00106,Member
380,31606,31613,W00498,Member
6392,31222,31222,W00561,Casual
160,31223,31228,W00451,Member
1244,31401,31215,W00589,Member
921,31111,31200,W00909,Member
6253,31222,31222,W00345,Casual
2068,31006,31006,W00340,Casual
860,31111,31200,W00410,Casual
2043,31006,31006,W00899,Casual
868,31106,31236,W00400,Member
6039,31217,31217,W00789,Casual
6043,31217,31217,W00840,Casual
490,31106,31103,W00615,Member
6767,31200,31206,W00711,Casual
930,31610,31223,W00328,Member
555,31220,31220,W01109,Casual
7945,31223,31223,W00685,Member
6668,31200,31206,W00924,Casual
1951,31006,31205,W00546,Casual
1515,31003,31003,W00811,Casual
1496,31003,31003,W00548,Casual
1666,31214,31605,W00163,Casual
373,31609,31108,W00326,Member
164,31104,31103,W00186,Member
3570,31607,31607,W00170,Casual
1481,31220,31613,?(0x000000006DFB8596),Member
206,31109,31503,W00906,Member
394,31201,31205,W00903,Member
634,31111,31200,W00019,Member
280,31103,31214,W00632,Member
503,31607,31611,W00697,Member
1510,31500,31305,W00409,Member
1098,31102,31623,W00790,Member
6631,31238,31238,W00617,Casual
5960,31108,31613,W00726,Casual
696,31202,31104,W00111,Member
761,31101,31227,W00625,Member
512,31109,31216,W00195,Casual
577,31103,31106,W00485,Member
6510,31238,31238,W00132,Casual
1861,31622,31202,W00523,Member
1848,31622,31202,W00487,Member
204,31104,31106,W00907,Member
5679,31108,31613,W00705,Casual
23760,31608,31208,w01100,Casual
515,31107,31400,W00348,Member
7331,31217,31217,W00887,Casual
6287,31235,31200,W00276,Casual
327,31613,31606,W00498,Member
343,31613,31606,W00106,Member
756,31108,31108,W00742,Member
757,31108,31108,W00326,Member
1285,31235,31200,W00517,Casual
2837,31225,31225,W01041,Casual
2361,31003,31003,W00548,Casual
2347,31003,31003,W00811,Casual
2661,31225,31225,W00783,Casual
757,31107,31100,W00859,Member
7734,31200,31200,W00909,Casual
7640,31200,31200,W00516,Casual
3337,31003,31003,W00758,Casual
1306,31237,31217,W00450,Casual
1853,31220,31305,W01109,Member
510,31200,31101,W00306,Member
472,31622,31613,W00621,Member
476,31101,31224,W00569,Member
578,31235,31218,W00085,Member
856,31604,31235,W00088,Member
226,31103,31602,W00476,Member
5908,31200,31238,W00509,Casual
1492,31604,31205,W00897,Casual
376,31008,31013,W01023,Member
5845,31200,31238,W00779,Casual
5693,31200,31238,W00309,Casual
669,31602,31214,W00637,Casual
387,31009,31007,W00623,Casual
242,31009,31002,W00171,Member
646,31600,31213,W00181,Member
1737,31200,31604,W01048,Casual
1278,31600,31104,W00542,Member
183,31101,31111,W00017,Member
1791,31200,31604,W00410,Casual
3028,31213,31213,W00147,Casual
1790,31007,31235,W00623,Casual
456,31224,31101,W00569,Member
2931,31213,31213,W00122,Casual
1569,31200,31604,W00517,Casual
285,31608,31606,W00437,Member
265,31608,31606,W00356,Member
298,31200,31214,W00913,Member
2843,31213,31213,W00164,Casual
1430,31200,31604,W00226,Casual
1098,31214,31111,W00632,Casual
456,31104,31104,W00511,Member
1056,31214,31111,W00013,Casual
766,31214,31602,W00944,Casual
7302,31501,31501,W00936,Casual
469,31101,31200,W00641,Member
3591,31236,31215,W00228,Casual
3593,31236,31215,W00884,Casual
1309,31606,31608,W00106,Member
608,31203,31223,W00968,Member
1257,31202,31226,W00026,Member
1251,31202,31226,W01053,Member
642,31111,31228,W01033,Member
1969,31610,31222,W00033,Casual
1955,31610,31222,W01063,Member
794,31107,31221,W00366,Casual
1558,31204,31204,W00440,Casual
1364,31101,31503,W00569,Member
306,31111,31101,W00255,Member
308,31101,31200,W00650,Member
256,31604,31600,W00421,Casual
261,31604,31600,W00114,Casual
866,31602,31200,W00476,Member
3559,31005,31613,W00563,Casual
13774,31222,31228,W00481,Casual
13782,31222,31228,W00714,Casual
369,31401,31602,?(0xFFFFFFFFEB8D4246),Member
470,31205,31222,W01036,Casual
457,31205,31222,W00665,Casual
1204,31107,31228,W00672,Member
1212,31400,31200,W00348,Casual
444,31619,31613,W00560,Casual
157,31103,31107,W00986,Member
428,31619,31613,W00259,Member
341,31606,31613,W00356,Member
373,31208,31605,W00242,Member
362,31208,31605,W00543,Member
2564,31201,31613,W00230,Casual
13574,31222,31228,W00813,Casual
2517,31201,31613,W00063,Member
914,31202,31225,W00520,Member
4259,31105,31200,W01016,Casual
4253,31105,31200,W00922,Casual
705,31603,31203,W01046,Member
390,31622,31623,W00776,Member
130,31204,31205,W00595,Member
2898,31222,31222,W01012,Casual
873,31503,31602,W00906,Member
755,31236,31201,W00474,Member
8846,31103,31103,W00186,Casual
276,31201,31212,W00286,Member
943,31302,31237,W00448,Member
3543,31217,31007,W00086,Casual
371,31200,31229,W00641,Member
3495,31217,31007,W00156,Casual
971,31203,31225,W00314,Casual
1158,31604,31237,W00375,Member
1208,31101,31100,W00939,Casual
666,31620,31108,W01089,Member
828,31110,31228,w01117,Member
1151,31101,31100,W00823,Casual
1120,31111,31400,W00632,Casual
749,31105,31222,W00133,Member
1098,31111,31400,W00013,Casual
679,31602,31203,W00944,Member
567,31201,31225,W00343,Member
557,31201,31225,W00290,Member
1535,31235,31218,W00088,Casual
836,31107,31110,W00986,Member
769,31107,31110,W00966,Member
2446,31001,31613,W00739,Member
5872,31215,31238,W00915,Casual
1197,31613,31223,?(0x000000006DFB8596),Member
199,31100,31204,W00984,Member
1875,31101,31620,W00255,Member
1287,31002,31219,W00925,Member
1015,31104,31106,W00111,Member
8027,31223,31223,W00968,Casual
8023,31223,31223,W00855,Casual
862,31616,31605,W00204,Member
3529,31219,31613,W00021,Member
13860,31214,31214,W00913,Casual
307,31105,31111,W01027,Member
784,31400,31107,W00979,Member
327,31400,31602,W00254,Member
7417,31237,31237,W00110,Casual
14350,31613,31104,W00356,Casual
518,31605,31209,W01058,Casual
984,31225,31212,W00314,Casual
7337,31237,31237,W00696,Casual
734,31305,31212,w00059,Member
768,31617,31623,W00901,Member
630,31619,31604,W00693,Member
7040,31229,31225,W00749,Casual
13430,31623,31104,W00342,Member
7198,31237,31237,W00981,Casual
2053,31221,31607,W00366,Member
11632,31108,31104,W00742,Casual
810,31203,31200,W00612,Casual
776,31203,31200,W00649,Member
11296,31001,31217,W00755,Casual
1288,31225,31620,W00290,Casual
1073,31102,31600,W00028,Member
3832,31215,31215,W00827,Casual
11017,31001,31217,W01068,Casual
298,31101,31201,W00057,Member
483,31106,31200,W00485,Casual
423,31111,31223,W01027,Member
1685,31213,31619,W00066,Casual
1533,31221,31228,W00669,Casual
1531,31221,31228,W00656,Casual
3572,31215,31215,W00581,Casual
5971,31006,31005,W00899,Casual
13522,31613,31104,W00259,Casual
1411,31221,31228,W00268,Casual
1116,31505,31201,W00923,Member
1393,31221,31228,W00743,Casual
7402,31229,31228,W00362,Casual
